Time,Sequence,Ownship_ID,Target_ID,Mode,UF,Range,Azimuth,Elevation
25721,25721,TARGET_1,TARGET_4,MODE_S,UF11,118.03279647729265,128.92605485842344,0.0
25722,25722,TARGET_1,TARGET_4,MODE_S,UF11,118.05930967949965,128.9137922284278,0.0
25723,25723,TARGET_1,TARGET_4,MODE_S,UF11,118.08504465972824,128.90121844460847,0.0
25724,25724,TARGET_1,TARGET_4,MODE_S,UF11,118.11086316122659,128.88861968564467,0.0
25725,25725,TARGET_1,TARGET_4,MODE_S,UF11,118.13660952050387,128.87605687430909,0.0
25726,25726,TARGET_1,TARGET_4,MODE_S,UF11,118.1625172855165,128.8634386877281,0.0
25727,25727,TARGET_1,TARGET_4,MODE_S,UF11,118.18890232098782,128.85126439285628,0.0
25728,25728,TARGET_1,TARGET_4,MODE_S,UF11,118.21411632135985,128.83831009586515,0.0
25729,25729,TARGET_1,TARGET_4,MODE_S,UF11,118.23988540780135,128.8257692158212,0.0
25730,25730,TARGET_1,TARGET_4,MODE_S,UF11,118.26644278069747,128.81355056140447,0.0
25731,25731,TARGET_1,TARGET_4,MODE_S,UF11,118.29222304483928,128.80102062425186,0.0
25732,25732,TARGET_1,TARGET_4,MODE_S,UF11,118.31746046585856,128.78808835303798,0.0
25733,25733,TARGET_1,TARGET_4,MODE_S,UF11,118.34395645410035,128.77591648830003,0.0
25734,25734,TARGET_1,TARGET_4,MODE_S,UF11,118.3698316728127,128.76337265033015,0.0
25735,25735,TARGET_1,TARGET_4,MODE_S,UF11,118.39508663035808,128.750456885183,0.0
25736,25736,TARGET_1,TARGET_4,MODE_S,UF11,118.42152111858726,128.73833169872356,0.0
25737,25737,TARGET_1,TARGET_4,MODE_S,UF11,118.44741332574547,128.72580428913386,0.0
25738,25738,TARGET_1,TARGET_4,MODE_S,UF11,118.47331119285896,128.71328235584494,0.0
25739,25739,TARGET_1,TARGET_4,MODE_S,UF11,118.49921471621657,128.70076589646203,0.0
25740,25740,TARGET_1,TARGET_4,MODE_S,UF11,118.52504583627038,128.6882851254937,0.0
25741,25741,TARGET_1,TARGET_4,MODE_S,UF11,118.55096064735203,128.67577959189887,0.0
25742,25742,TARGET_1,TARGET_4,MODE_S,UF11,118.57688110356929,128.66327952503312,0.0
25743,25743,TARGET_1,TARGET_4,MODE_S,UF11,118.60280720122101,128.6507849225018,0.0
25744,25744,TARGET_1,TARGET_4,MODE_S,UF11,118.62866082629442,128.63832593953694,0.0
25745,25745,TARGET_1,TARGET_4,MODE_S,UF11,118.6552224167146,128.62621948537813,0.0
25746,25746,TARGET_1,TARGET_4,MODE_S,UF11,118.68054116829765,128.61336400497942,0.0
25747,25747,TARGET_1,TARGET_4,MODE_S,UF11,118.70648978114048,128.6008912210425,0.0
25748,25748,TARGET_1,TARGET_4,MODE_S,UF11,118.73298957699157,128.58883117904054,0.0
25749,25749,TARGET_1,TARGET_4,MODE_S,UF11,118.75840387206289,128.57596200787927,0.0
25750,25750,TARGET_1,TARGET_4,MODE_S,UF11,118.78429115101879,128.56353564277205,0.0
25751,25751,TARGET_1,TARGET_4,MODE_S,UF11,118.81088543483713,128.55146177907525,0.0
25752,25752,TARGET_1,TARGET_4,MODE_S,UF11,118.8367837238959,128.53904624060445,0.0
25753,25753,TARGET_1,TARGET_4,MODE_S,UF11,118.86222117935536,128.52619895797494,0.0
25754,25754,TARGET_1,TARGET_4,MODE_S,UF11,118.88875352193747,128.5141713737886,0.0
25755,25755,TARGET_1,TARGET_4,MODE_S,UF11,118.91474681871883,128.50174209492556,0.0
25756,25756,TARGET_1,TARGET_4,MODE_S,UF11,118.94004507015289,128.48897117619316,0.0
25757,25757,TARGET_1,TARGET_4,MODE_S,UF11,118.96675018945416,128.47689983431812,0.0
25758,25758,TARGET_1,TARGET_4,MODE_S,UF11,118.99268195670693,128.46451679892283,0.0
25759,25759,TARGET_1,TARGET_4,MODE_S,UF11,119.01869759247909,128.45210922366854,0.0
25760,25760,TARGET_1,TARGET_4,MODE_S,UF11,119.04464048095572,128.4397369937797,0.0
25761,25761,TARGET_1,TARGET_4,MODE_S,UF11,119.07074559727086,128.42731034157146,0.0
25762,25762,TARGET_1,TARGET_4,MODE_S,UF11,119.0966996058245,128.4149489223199,0.0
25763,25763,TARGET_1,TARGET_4,MODE_S,UF11,119.1227375221036,128.4025630124279,0.0
25764,25764,TARGET_1,TARGET_4,MODE_S,UF11,119.14870262277299,128.3902123796322,0.0
25765,25765,TARGET_1,TARGET_4,MODE_S,UF11,119.17483004409951,128.37780743235092,0.0
25766,25766,TARGET_1,TARGET_4,MODE_S,UF11,119.20142691364899,128.36584446386058,0.0
25767,25767,TARGET_1,TARGET_4,MODE_S,UF11,119.22686637419436,128.35310330834213,0.0
25768,25768,TARGET_1,TARGET_4,MODE_S,UF11,119.25285362891739,128.34077423451308,0.0
25769,25769,TARGET_1,TARGET_4,MODE_S,UF11,119.27962346725448,128.32876777233264,0.0
25770,25770,TARGET_1,TARGET_4,MODE_S,UF11,119.30562161524496,128.3164494528971,0.0
25771,25771,TARGET_1,TARGET_4,MODE_S,UF11,119.33108391596888,128.30372995856746,0.0
25772,25772,TARGET_1,TARGET_4,MODE_S,UF11,119.35771293087856,128.2917991695853,0.0
25773,25773,TARGET_1,TARGET_4,MODE_S,UF11,119.38388461781597,128.2794374986566,0.0
25774,25774,TARGET_1,TARGET_4,MODE_S,UF11,119.40928550682318,128.26676395352132,0.0
25775,25775,TARGET_1,TARGET_4,MODE_S,UF11,119.4360090726829,128.2548195190753,0.0
25776,25776,TARGET_1,TARGET_4,MODE_S,UF11,119.46204029330823,128.2425334304015,0.0
25777,25777,TARGET_1,TARGET_4,MODE_S,UF11,119.48885293570274,128.23057001694667,0.0
25778,25778,TARGET_1,TARGET_4,MODE_S,UF11,119.51427633550729,128.21791799468832,0.0
25779,25779,TARGET_1,TARGET_4,MODE_S,UF11,119.54040262338083,128.20561834519492,0.0
25780,25780,TARGET_1,TARGET_4,MODE_S,UF11,119.56707414455705,128.19373031290667,0.0
25781,25781,TARGET_1,TARGET_4,MODE_S,UF11,119.59267171461633,128.18103517097333,0.0
25782,25782,TARGET_1,TARGET_4,MODE_S,UF11,119.61873589137281,128.16878124186496,0.0
25783,25783,TARGET_1,TARGET_4,MODE_S,UF11,119.64550198402786,128.1568796218356,0.0
25784,25784,TARGET_1,TARGET_4,MODE_S,UF11,119.6716555859824,128.14460679354295,0.0
25785,25785,TARGET_1,TARGET_4,MODE_S,UF11,119.69719719897375,128.1319628114268,0.0
25786,25786,TARGET_1,TARGET_4,MODE_S,UF11,119.72390057962524,128.120106768134,0.0
25787,25787,TARGET_1,TARGET_4,MODE_S,UF11,119.75007062277669,128.1078500092964,0.0
25788,25788,TARGET_1,TARGET_4,MODE_S,UF11,119.77562917071236,128.09522214668885,0.0
25789,25789,TARGET_1,TARGET_4,MODE_S,UF11,119.8024271383514,128.08335255886786,0.0
25790,25790,TARGET_1,TARGET_4,MODE_S,UF11,119.8285348790095,128.07114134696943,0.0
25791,25791,TARGET_1,TARGET_4,MODE_S,UF11,119.85472679794482,128.058905985489,0.0
25792,25792,TARGET_1,TARGET_4,MODE_S,UF11,119.88092418016298,128.04667597099808,0.0
25793,25793,TARGET_1,TARGET_4,MODE_S,UF11,119.90712702208323,128.0344513011062,0.0
25794,25794,TARGET_1,TARGET_4,MODE_S,UF11,119.9333353201269,128.02223197342286,0.0
25795,25795,TARGET_1,TARGET_4,MODE_S,UF11,119.95947028042428,128.01004739774004,0.0
25796,25796,TARGET_1,TARGET_4,MODE_S,UF11,119.98576827028282,127.99780933512118,0.0
25797,25797,TARGET_1,TARGET_4,MODE_S,UF11,120.01191409872602,127.98563540302239,0.0
25798,25798,TARGET_1,TARGET_4,MODE_S,UF11,120.0387594710975,127.9738136679701,0.0
25799,25799,TARGET_1,TARGET_4,MODE_S,UF11,120.06430084171565,127.9612740934118,0.0
25800,25800,TARGET_1,TARGET_4,MODE_S,UF11,120.09062063108841,127.94905739988927,0.0
25801,25801,TARGET_1,TARGET_4,MODE_S,UF11,120.11740293600262,127.93728091483939,0.0
25802,25802,TARGET_1,TARGET_4,MODE_S,UF11,120.14303993244881,127.9247280071425,0.0
25803,25803,TARGET_1,TARGET_4,MODE_S,UF11,120.16921825392727,127.91258591990459,0.0
25804,25804,TARGET_1,TARGET_4,MODE_S,UF11,120.19617407891984,127.90076670017808,0.0
25805,25805,TARGET_1,TARGET_4,MODE_S,UF11,120.22236304465156,127.88863519847837,0.0
25806,25806,TARGET_1,TARGET_4,MODE_S,UF11,120.24802237276089,127.87610362475523,0.0
25807,25807,TARGET_1,TARGET_4,MODE_S,UF11,120.27483608140986,127.86435880751364,0.0
25808,25808,TARGET_1,TARGET_4,MODE_S,UF11,120.30119913101446,127.85218471702466,0.0
25809,25809,TARGET_1,TARGET_4,MODE_S,UF11,120.32679620720403,127.83969834084685,0.0
25810,25810,TARGET_1,TARGET_4,MODE_S,UF11,120.35370455623708,127.82794012821255,0.0
25811,25811,TARGET_1,TARGET_4,MODE_S,UF11,120.37992584546643,127.81584035694809,0.0
25812,25812,TARGET_1,TARGET_4,MODE_S,UF11,120.40631052403363,127.80368752052104,0.0
25813,25813,TARGET_1,TARGET_4,MODE_S,UF11,120.43254256819456,127.79159831658588,0.0
25814,25814,TARGET_1,TARGET_4,MODE_S,UF11,120.45885900904095,127.77948523922564,0.0
25815,25815,TARGET_1,TARGET_4,MODE_S,UF11,120.48510178113311,127.76740657882954,0.0
25816,25816,TARGET_1,TARGET_4,MODE_S,UF11,120.51212032472085,127.75565085356463,0.0
25817,25817,TARGET_1,TARGET_4,MODE_S,UF11,120.53776153094098,127.74320684612302,0.0
25818,25818,TARGET_1,TARGET_4,MODE_S,UF11,120.56409946418543,127.73111490828191,0.0
25819,25819,TARGET_1,TARGET_4,MODE_S,UF11,120.5909754557114,127.71943315410802,0.0
25820,25820,TARGET_1,TARGET_4,MODE_S,UF11,120.6167914297591,127.70694687769415,0.0
25821,25821,TARGET_1,TARGET_4,MODE_S,UF11,120.6430663272448,127.69489981944119,0.0
25822,25822,TARGET_1,TARGET_4,MODE_S,UF11,120.67003698913828,127.68320475372795,0.0
25823,25823,TARGET_1,TARGET_4,MODE_S,UF11,120.6964015453651,127.67113916926353,0.0
25824,25824,TARGET_1,TARGET_4,MODE_S,UF11,120.72216049242986,127.6587031266095,0.0
25825,25825,TARGET_1,TARGET_4,MODE_S,UF11,120.74906752555071,127.64705279192641,0.0
25826,25826,TARGET_1,TARGET_4,MODE_S,UF11,120.77544810850425,127.63500299764577,0.0
25827,25827,TARGET_1,TARGET_4,MODE_S,UF11,120.80122357099701,127.62258280133257,0.0
25828,25828,TARGET_1,TARGET_4,MODE_S,UF11,120.8282252894993,127.61091919683018,0.0
25829,25829,TARGET_1,TARGET_4,MODE_S,UF11,120.85454265041092,127.59891411109268,0.0
25830,25830,TARGET_1,TARGET_4,MODE_S,UF11,120.8815545240877,127.58726093967422,0.0
25831,25831,TARGET_1,TARGET_4,MODE_S,UF11,120.90735179053425,127.5748618263819,0.0
25832,25832,TARGET_1,TARGET_4,MODE_S,UF11,120.9337643454465,127.5628435624169,0.0
25833,25833,TARGET_1,TARGET_4,MODE_S,UF11,120.96071240568152,127.55123495002965,0.0
25834,25834,TARGET_1,TARGET_4,MODE_S,UF11,120.98652611348918,127.53885163401522,0.0
25835,25835,TARGET_1,TARGET_4,MODE_S,UF11,121.01295460094343,127.5268490959848,0.0
25836,25836,TARGET_1,TARGET_4,MODE_S,UF11,121.03999736620125,127.51522726880286,0.0
25837,25837,TARGET_1,TARGET_4,MODE_S,UF11,121.06635696856499,127.50326400291313,0.0
25838,25838,TARGET_1,TARGET_4,MODE_S,UF11,121.09219255327737,127.49090172209793,0.0
25839,25839,TARGET_1,TARGET_4,MODE_S,UF11,121.11925071185007,127.47929552721546,0.0
25840,25840,TARGET_1,TARGET_4,MODE_S,UF11,121.1457055266921,127.4673191391186,0.0
25841,25841,TARGET_1,TARGET_4,MODE_S,UF11,121.17147810887674,127.45500137664253,0.0
25842,25842,TARGET_1,TARGET_4,MODE_S,UF11,121.19855163000095,127.44341079222595,0.0
25843,25843,TARGET_1,TARGET_4,MODE_S,UF11,121.22502229428544,127.43145007285773,0.0
25844,25844,TARGET_1,TARGET_4,MODE_S,UF11,121.25149823903209,127.41949457634902,0.0
25845,25845,TARGET_1,TARGET_4,MODE_S,UF11,121.27790002733397,127.40757299974936,0.0
25846,25846,TARGET_1,TARGET_4,MODE_S,UF11,121.30438650996919,127.3956279277314,0.0
25847,25847,TARGET_1,TARGET_4,MODE_S,UF11,121.33087826270776,127.38368807144141,0.0
25848,25848,TARGET_1,TARGET_4,MODE_S,UF11,121.35737528209815,127.37175342850023,0.0
25849,25849,TARGET_1,TARGET_4,MODE_S,UF11,121.3837980806747,127.35985263968233,0.0
25850,25850,TARGET_1,TARGET_4,MODE_S,UF11,121.410305610397,127.34792840224208,0.0
25851,25851,TARGET_1,TARGET_4,MODE_S,UF11,121.43742488726444,127.33638450614178,0.0
25852,25852,TARGET_1,TARGET_4,MODE_S,UF11,121.46333643536224,127.32409554364483,0.0
25853,25853,TARGET_1,TARGET_4,MODE_S,UF11,121.48978018928179,127.3122155047223,0.0
25854,25854,TARGET_1,TARGET_4,MODE_S,UF11,121.51691470638974,127.30068713168266,0.0
25855,25855,TARGET_1,TARGET_4,MODE_S,UF11,121.54352786475305,127.28876030594196,0.0
25856,25856,TARGET_1,TARGET_4,MODE_S,UF11,121.56938147889048,127.2765207699242,0.0
25857,25857,TARGET_1,TARGET_4,MODE_S,UF11,121.59653121795866,127.26500791206611,0.0
25858,25858,TARGET_1,TARGET_4,MODE_S,UF11,121.62300092749729,127.25315373814679,0.0
25859,25859,TARGET_1,TARGET_4,MODE_S,UF11,121.64902988992553,127.24087276280298,0.0
25860,25860,TARGET_1,TARGET_4,MODE_S,UF11,121.67611519854667,127.22940388735795,0.0
25861,25861,TARGET_1,TARGET_4,MODE_S,UF11,121.70268016888535,127.21753673678063,0.0
25862,25862,TARGET_1,TARGET_4,MODE_S,UF11,121.72925035787412,127.20567476624792,0.0
25863,25863,TARGET_1,TARGET_4,MODE_S,UF11,121.75582576209646,127.19381797338508,0.0
25864,25864,TARGET_1,TARGET_4,MODE_S,UF11,121.78232670613583,127.18199478901687,0.0
25865,25865,TARGET_1,TARGET_4,MODE_S,UF11,121.80891251809123,127.1701483304159,0.0
25866,25866,TARGET_1,TARGET_4,MODE_S,UF11,121.83550353505336,127.15830704236942,0.0
25867,25867,TARGET_1,TARGET_4,MODE_S,UF11,121.86209975361494,127.14647092250392,0.0
25868,25868,TARGET_1,TARGET_4,MODE_S,UF11,121.88862144847646,127.13466834590538,0.0
25869,25869,TARGET_1,TARGET_4,MODE_S,UF11,121.9158315760919,127.12321726225878,0.0
25870,25870,TARGET_1,TARGET_4,MODE_S,UF11,121.94183983805554,127.11102189787545,0.0
25871,25871,TARGET_1,TARGET_4,MODE_S,UF11,121.96845681654746,127.09920641309215,0.0
25872,25872,TARGET_1,TARGET_4,MODE_S,UF11,121.99560224352356,127.08779905749134,0.0
25873,25873,TARGET_1,TARGET_4,MODE_S,UF11,122.0216265398884,127.0756192180619,0.0
25874,25874,TARGET_1,TARGET_4,MODE_S,UF11,122.04825904960714,127.06381918124741,0.0
25875,25875,TARGET_1,TARGET_4,MODE_S,UF11,122.07549927630853,127.05239887427112,0.0
25876,25876,TARGET_1,TARGET_4,MODE_S,UF11,122.10206214642734,127.04063737638151,0.0
25877,25877,TARGET_1,TARGET_4,MODE_S,UF11,122.12810777822608,127.02847820907549,0.0
25878,25878,TARGET_1,TARGET_4,MODE_S,UF11,122.15536300339006,127.01707325094517,0.0
25879,25879,TARGET_1,TARGET_4,MODE_S,UF11,122.18202117500756,127.00529889895817,0.0
25880,25880,TARGET_1,TARGET_4,MODE_S,UF11,122.20800291126604,126.99318343276599,0.0
25881,25881,TARGET_1,TARGET_4,MODE_S,UF11,122.23527310494295,126.98179380177713,0.0
25882,25882,TARGET_1,TARGET_4,MODE_S,UF11,122.26194672685367,126.97003484083307,0.0
25883,25883,TARGET_1,TARGET_4,MODE_S,UF11,122.28922673220244,126.9586553974646,0.0
25884,25884,TARGET_1,TARGET_4,MODE_S,UF11,122.31522949007616,126.94656046299396,0.0
25885,25885,TARGET_1,TARGET_4,MODE_S,UF11,122.3419185319979,126.93481687182003,0.0
25886,25886,TARGET_1,TARGET_4,MODE_S,UF11,122.36921345620394,126.92345271929669,0.0
25887,25887,TARGET_1,TARGET_4,MODE_S,UF11,122.39531202464417,126.9113450565056,0.0
25888,25888,TARGET_1,TARGET_4,MODE_S,UF11,122.42193649979568,126.89964492818233,0.0
25889,25889,TARGET_1,TARGET_4,MODE_S,UF11,122.44924631307453,126.88829604482977,0.0
25890,25890,TARGET_1,TARGET_4,MODE_S,UF11,122.47596083248334,126.87657800766962,0.0
25891,25891,TARGET_1,TARGET_4,MODE_S,UF11,122.50208054543405,126.86449088696122,0.0
25892,25892,TARGET_1,TARGET_4,MODE_S,UF11,122.52932521241594,126.85318531036606,0.0
25893,25893,TARGET_1,TARGET_4,MODE_S,UF11,122.55605507150597,126.84148258614319,0.0
25894,25894,TARGET_1,TARGET_4,MODE_S,UF11,122.5827900412207,126.82978496609643,0.0
25895,25895,TARGET_1,TARGET_4,MODE_S,UF11,122.60953011821714,126.8180924478618,0.0
25896,25896,TARGET_1,TARGET_4,MODE_S,UF11,122.63619523272897,126.80643301971287,0.0
25897,25897,TARGET_1,TARGET_4,MODE_S,UF11,122.663025580694,126.79472270737452,0.0
25898,25898,TARGET_1,TARGET_4,MODE_S,UF11,122.68970086865484,126.78307344357938,0.0
25899,25899,TARGET_1,TARGET_4,MODE_S,UF11,122.71646132919577,126.77140129524379,0.0
25900,25900,TARGET_1,TARGET_4,MODE_S,UF11,122.7431467651453,126.75976217270723,0.0
25901,25901,TARGET_1,TARGET_4,MODE_S,UF11,122.77059581903148,126.7484462125654,0.0
25902,25902,TARGET_1,TARGET_4,MODE_S,UF11,122.796693101606,126.73644328921307,0.0
25903,25903,TARGET_1,TARGET_4,MODE_S,UF11,122.82347389245261,126.72479147303679,0.0
25904,25904,TARGET_1,TARGET_4,MODE_S,UF11,122.85077740885487,126.7135464906629,0.0
25905,25905,TARGET_1,TARGET_4,MODE_S,UF11,122.87705070276543,126.70150308002249,0.0
25906,25906,TARGET_1,TARGET_4,MODE_S,UF11,122.90376652747466,126.68989435218602,0.0
25907,25907,TARGET_1,TARGET_4,MODE_S,UF11,122.93116491907172,126.67863662783783,0.0
25908,25908,TARGET_1,TARGET_4,MODE_S,UF11,122.95789067648319,126.66703797877364,0.0
25909,25909,TARGET_1,TARGET_4,MODE_S,UF11,122.98418492050108,126.65501499803156,0.0
25910,25910,TARGET_1,TARGET_4,MODE_S,UF11,123.01151777004462,126.64380020408748,0.0
25911,25911,TARGET_1,TARGET_4,MODE_S,UF11,123.03833889975107,126.63218891395545,0.0
25912,25912,TARGET_1,TARGET_4,MODE_S,UF11,123.06448830901626,126.62023678546633,0.0
25913,25913,TARGET_1,TARGET_4,MODE_S,UF11,123.09199630849281,126.6089815163257,0.0
25914,25914,TARGET_1,TARGET_4,MODE_S,UF11,123.11875229647191,126.59741314892885,0.0
25915,25915,TARGET_1,TARGET_4,MODE_S,UF11,123.14559359782227,126.58582207770587,0.0
25916,25916,TARGET_1,TARGET_4,MODE_S,UF11,123.17235962832734,126.57426377637589,0.0
25917,25917,TARGET_1,TARGET_4,MODE_S,UF11,123.19929131029933,126.56265508963757,0.0
25918,25918,TARGET_1,TARGET_4,MODE_S,UF11,123.2261477148418,126.55107916808151,0.0
25919,25919,TARGET_1,TARGET_4,MODE_S,UF11,123.25292880256433,126.53953596860123,0.0
25920,25920,TARGET_1,TARGET_4,MODE_S,UF11,123.27979524743706,126.52797012147852,0.0
25921,25921,TARGET_1,TARGET_4,MODE_S,UF11,123.30666671356414,126.51640931483315,0.0
25922,25922,TARGET_1,TARGET_4,MODE_S,UF11,123.33413809116273,126.50522696050993,0.0
25923,25923,TARGET_1,TARGET_4,MODE_S,UF11,123.3603443038321,126.49333043625586,0.0
25924,25924,TARGET_1,TARGET_4,MODE_S,UF11,123.38723080205665,126.48178472338093,0.0
25925,25925,TARGET_1,TARGET_4,MODE_S,UF11,123.41471671628148,126.47061737872983,0.0
25926,25926,TARGET_1,TARGET_4,MODE_S,UF11,123.44101881967764,126.45870838849694,0.0
25927,25927,TARGET_1,TARGET_4,MODE_S,UF11,123.46783989205449,126.44720533038799,0.0
25928,25928,TARGET_1,TARGET_4,MODE_S,UF11,123.49534031391629,126.4360529738946,0.0
25929,25929,TARGET_1,TARGET_4,MODE_S,UF11,123.52225164645442,126.4245323534253,0.0
25930,25930,TARGET_1,TARGET_4,MODE_S,UF11,123.54857437174253,126.41264354443442,0.0
25931,25931,TARGET_1,TARGET_4,MODE_S,UF11,123.57600879604425,126.40153368271436,0.0
25932,25932,TARGET_1,TARGET_4,MODE_S,UF11,123.60293508246471,126.39002809955305,0.0
25933,25933,TARGET_1,TARGET_4,MODE_S,UF11,123.62927323639819,126.37815439890906,0.0
25934,25934,TARGET_1,TARGET_4,MODE_S,UF11,123.65680259832047,126.36703196760274,0.0
25935,25935,TARGET_1,TARGET_4,MODE_S,UF11,123.68366328586,126.35556887498151,0.0
25936,25936,TARGET_1,TARGET_4,MODE_S,UF11,123.71128265182608,126.3444289134017,0.0
25937,25937,TARGET_1,TARGET_4,MODE_S,UF11,123.73756062170453,126.33260275434051,0.0
25938,25938,TARGET_1,TARGET_4,MODE_S,UF11,123.76451674001721,126.32112719595716,0.0
25939,25939,TARGET_1,TARGET_4,MODE_S,UF11,123.79198939010551,126.31005701168803,0.0
25940,25940,TARGET_1,TARGET_4,MODE_S,UF11,123.81903585156037,126.29856401366601,0.0
25941,25941,TARGET_1,TARGET_4,MODE_S,UF11,123.84533425107298,126.2867578806512,0.0
25942,25942,TARGET_1,TARGET_4,MODE_S,UF11,123.87290185686297,126.27567517694337,0.0
25943,25943,TARGET_1,TARGET_4,MODE_S,UF11,123.89980195307014,126.26425189955079,0.0
25944,25944,TARGET_1,TARGET_4,MODE_S,UF11,123.92627690913659,126.25240606500734,0.0
25945,25945,TARGET_1,TARGET_4,MODE_S,UF11,123.95377821756792,126.24136556769338,0.0
25946,25946,TARGET_1,TARGET_4,MODE_S,UF11,123.98077376145865,126.22992987552125,0.0
25947,25947,TARGET_1,TARGET_4,MODE_S,UF11,124.00769356519784,126.21852646276064,0.0
25948,25948,TARGET_1,TARGET_4,MODE_S,UF11,124.03477965639316,126.20707342697715,0.0
25949,25949,TARGET_1,TARGET_4,MODE_S,UF11,124.0617093004929,126.19567993920644,0.0
25950,25950,TARGET_1,TARGET_4,MODE_S,UF11,124.0887245604531,126.18426413714371,0.0
25951,25951,TARGET_1,TARGET_4,MODE_S,UF11,124.1156640203403,126.17288055170543,0.0
25952,25952,TARGET_1,TARGET_4,MODE_S,UF11,124.14276984891224,126.16144744074283,0.0
25953,25953,TARGET_1,TARGET_4,MODE_S,UF11,124.16971912350454,126.15007376163692,0.0
25954,25954,TARGET_1,TARGET_4,MODE_S,UF11,124.19734379240967,126.13905037750688,0.0
25955,25955,TARGET_1,TARGET_4,MODE_S,UF11,124.22371311291577,126.12731401688926,0.0
25956,25956,TARGET_1,TARGET_4,MODE_S,UF11,124.25083862739115,126.11590079325447,0.0
25957,25957,TARGET_1,TARGET_4,MODE_S,UF11,124.27839674440604,126.10491936968224,0.0
25958,25958,TARGET_1,TARGET_4,MODE_S,UF11,124.30486201931124,126.09317075153949,0.0
25959,25959,TARGET_1,TARGET_4,MODE_S,UF11,124.33184063790735,126.08182670893392,0.0
25960,25960,TARGET_1,TARGET_4,MODE_S,UF11,124.35957456890884,126.0708057377295,0.0
25961,25961,TARGET_1,TARGET_4,MODE_S,UF11,124.38656279120345,126.05947153702766,0.0
25962,25962,TARGET_1,TARGET_4,MODE_S,UF11,124.4130482694239,126.0477428056166,0.0
25963,25963,TARGET_1,TARGET_4,MODE_S,UF11,124.4406346928526,126.03679079943768,0.0
25964,25964,TARGET_1,TARGET_4,MODE_S,UF11,124.46779926474962,126.0254172105918,0.0
25965,25965,TARGET_1,TARGET_4,MODE_S,UF11,124.49421898289089,126.01373044065541,0.0
25966,25966,TARGET_1,TARGET_4,MODE_S,UF11,124.52190041611154,126.00276606390393,0.0
25967,25967,TARGET_1,TARGET_4,MODE_S,UF11,124.54891782994342,125.99146138784668,0.0
25968,25968,TARGET_1,TARGET_4,MODE_S,UF11,124.57610193435977,125.98010757386801,0.0
25969,25969,TARGET_1,TARGET_4,MODE_S,UF11,124.60312906107137,125.96881272958139,0.0
25970,25970,TARGET_1,TARGET_4,MODE_S,UF11,124.63024197316632,125.95749579005904,0.0
25971,25971,TARGET_1,TARGET_4,MODE_S,UF11,124.65727878852483,125.9462107550604,0.0
25972,25972,TARGET_1,TARGET_4,MODE_S,UF11,124.68448237455213,125.934876678579,0.0
25973,25973,TARGET_1,TARGET_4,MODE_S,UF11,124.71152887748589,125.92360145676948,0.0
25974,25974,TARGET_1,TARGET_4,MODE_S,UF11,124.73866119948536,125.91230418326069,0.0
25975,25975,TARGET_1,TARGET_4,MODE_S,UF11,124.76638475823529,125.90138380994172,0.0
25976,25976,TARGET_1,TARGET_4,MODE_S,UF11,124.79294038269956,125.88972437587023,0.0
25977,25977,TARGET_1,TARGET_4,MODE_S,UF11,124.82000621138425,125.8784687394259,0.0
25978,25978,TARGET_1,TARGET_4,MODE_S,UF11,124.84774380376281,125.86756299729588,0.0
25979,25979,TARGET_1,TARGET_4,MODE_S,UF11,124.87498120936793,125.85626335339865,0.0
25980,25980,TARGET_1,TARGET_4,MODE_S,UF11,124.901475756734,125.84465051701366,0.0
25981,25981,TARGET_1,TARGET_4,MODE_S,UF11,124.92922736593702,125.83375939784644,0.0
25982,25982,TARGET_1,TARGET_4,MODE_S,UF11,124.95631712498573,125.82252816624928,0.0
25983,25983,TARGET_1,TARGET_4,MODE_S,UF11,124.98298875883064,125.81087639484838,0.0
25984,25984,TARGET_1,TARGET_4,MODE_S,UF11,125.01067325056688,125.80002668755283,0.0
25985,25985,TARGET_1,TARGET_4,MODE_S,UF11,125.03785853892416,125.78878328540891,0.0
25986,25986,TARGET_1,TARGET_4,MODE_S,UF11,125.0649675108501,125.77757155562801,0.0
25987,25987,TARGET_1,TARGET_4,MODE_S,UF11,125.09224355106916,125.76631114391145,0.0
25988,25988,TARGET_1,TARGET_4,MODE_S,UF11,125.1193621163807,125.75510915769303,0.0
25989,25989,TARGET_1,TARGET_4,MODE_S,UF11,125.14715079157813,125.74425687125415,0.0
25990,25990,TARGET_1,TARGET_4,MODE_S,UF11,125.17369476068043,125.73269301703098,0.0
25991,25991,TARGET_1,TARGET_4,MODE_S,UF11,125.20099004277087,125.72145216556464,0.0
25992,25992,TARGET_1,TARGET_4,MODE_S,UF11,125.22871143535731,125.7106411296357,0.0
25993,25993,TARGET_1,TARGET_4,MODE_S,UF11,125.25593495719076,125.69943671476798,0.0
25994,25994,TARGET_1,TARGET_4,MODE_S,UF11,125.28249867435589,125.68789240218872,0.0
25995,25995,TARGET_1,TARGET_4,MODE_S,UF11,125.3103963613554,125.67704249204107,0.0
25996,25996,TARGET_1,TARGET_4,MODE_S,UF11,125.33755299434408,125.665879332939,0.0
25997,25997,TARGET_1,TARGET_4,MODE_S,UF11,125.36421274131622,125.65432300920294,0.0
25998,25998,TARGET_1,TARGET_4,MODE_S,UF11,125.39196179037955,125.64354089537004,0.0
25999,25999,TARGET_1,TARGET_4,MODE_S,UF11,125.4192952471429,125.63233902400371,0.0
